日期,NUM1,NUM2,NUM3,NUM4,NUM5
2010/2/22,2,9,15,22,26
2010/2/23,9,20,27,33,36
2010/2/24,5,16,17,28,39
2010/2/25,4,9,13,27,37
2010/2/26,9,18,19,25,32
2010/3/1,3,6,10,25,34
2010/3/2,7,8,20,25,29
2010/3/3,4,7,15,26,33
2010/3/4,2,5,10,21,34
2010/3/5,11,14,20,35,39
2010/3/8,7,11,19,21,27
2010/3/9,5,11,12,14,28
2010/3/10,2,7,16,30,39
2010/3/11,1,3,17,30,38
2010/3/12,1,10,19,22,28
2010/3/15,4,10,18,22,25
2010/3/16,4,6,10,33,37
2010/3/17,3,28,33,34,38
2010/3/18,3,6,24,25,37
2010/3/19,8,14,28,29,35
2010/3/22,2,23,25,29,32
2010/3/23,9,18,26,32,34
2010/3/24,30,31,32,34,35
2010/3/25,9,13,26,34,39
2010/3/26,9,10,12,22,37
2010/3/29,10,12,14,18,34
2010/3/30,16,21,25,31,33
2010/3/31,1,9,12,19,28
2010/4/1,2,17,35,37,38
2010/4/2,7,20,23,31,39
2010/4/5,7,17,18,35,37
2010/4/6,25,28,29,36,37
2010/4/7,4,16,29,32,36
2010/4/8,8,10,15,17,26
2010/4/9,5,14,18,23,36
2010/4/12,12,15,24,30,35
2010/4/13,9,12,21,22,27
2010/4/14,5,12,15,35,36
2010/4/15,1,4,11,18,23
2010/4/16,1,5,20,24,37
2010/4/19,3,15,19,26,27
2010/4/20,4,6,10,28,32
2010/4/21,2,3,12,21,25
2010/4/22,3,4,5,6,9
2010/4/23,8,15,27,35,36
2010/4/26,12,22,27,31,39
2010/4/27,1,13,19,29,33
2010/4/28,5,6,13,37,38
2010/4/29,14,15,27,31,35
2010/4/30,15,17,21,28,31
2010/5/3,5,10,16,19,38
2010/5/4,16,22,26,32,36
2010/5/5,1,14,19,30,34
2010/5/6,3,8,13,23,27
2010/5/7,8,9,21,29,30
2010/5/10,14,17,24,29,33
2010/5/11,4,10,12,25,37
2010/5/12,8,13,28,30,36
2010/5/13,9,11,22,26,30
2010/5/14,2,6,8,15,22
2010/5/17,2,12,18,33,38
2010/5/18,13,21,22,33,37
2010/5/19,1,11,13,20,37
2010/5/20,7,13,15,27,39
2010/5/21,5,21,28,35,38
2010/5/24,10,26,27,35,36
2010/5/25,5,6,7,10,14
2010/5/26,4,14,17,37,39
2010/5/27,2,21,32,33,34
2010/5/28,17,22,25,33,39
2010/5/31,9,12,15,31,39
2010/6/1,2,7,23,24,34
2010/6/2,13,17,19,35,39
2010/6/3,9,21,33,35,37
2010/6/4,15,16,25,30,38
2010/6/7,10,21,22,32,35
2010/6/8,2,9,26,30,32
2010/6/9,3,4,13,25,28
2010/6/10,7,12,17,30,37
2010/6/11,13,18,28,33,36
2010/6/15,17,18,22,31,37
2010/6/15,1,14,21,28,38
2010/6/16,9,17,19,26,39
2010/6/17,1,2,9,18,35
2010/6/18,3,20,29,33,39
2010/6/21,1,16,17,23,31
2010/6/22,22,24,27,28,31
2010/6/23,2,10,29,36,39
2010/6/24,5,6,11,14,22
2010/6/25,2,5,21,24,34
2010/6/28,13,22,23,27,34
2010/6/29,1,2,4,35,37
2010/6/30,1,12,34,38,39
2010/7/1,10,19,20,23,29
2010/7/2,2,4,28,29,30
2010/7/5,12,15,28,29,37
2010/7/6,4,10,23,25,27
2010/7/7,6,16,28,31,35
2010/7/8,5,17,20,34,37
2010/7/9,3,13,35,36,37
2010/7/12,3,4,11,33,39
2010/7/13,10,11,25,28,38
2010/7/14,5,19,21,23,33
2010/7/15,5,7,20,25,36
2010/7/16,14,15,28,34,38
2010/7/19,3,6,19,23,25
2010/7/20,4,8,11,25,33
2010/7/21,15,16,26,29,30
2010/7/22,8,11,34,35,36
2010/7/23,1,14,21,22,39
2010/7/26,12,15,21,34,39
2010/7/27,13,22,24,25,28
2010/7/28,1,7,14,22,23
2010/7/29,14,25,26,30,35
2010/7/30,7,9,14,24,28
2010/8/2,2,7,29,32,33
2010/8/3,7,14,27,32,33
2010/8/4,14,16,21,31,33
2010/8/5,17,26,34,36,38
2010/8/6,3,15,27,29,35
2010/8/9,9,12,19,26,32
2010/8/10,4,17,21,24,32
2010/8/11,6,18,34,38,39
2010/8/12,8,25,27,35,39
2010/8/13,23,26,28,30,32
2010/8/16,3,4,12,13,35
2010/8/17,2,5,11,17,36
2010/8/18,7,19,27,28,29
2010/8/19,9,22,26,28,31
2010/8/20,2,6,12,21,28
2010/8/23,5,6,15,36,38
2010/8/24,3,4,8,15,34
2010/8/25,1,7,11,31,34
2010/8/26,5,13,30,37,38
2010/8/27,2,6,12,23,33
2010/8/30,4,12,20,34,35
2010/8/31,8,10,28,33,34
2010/9/1,7,16,18,34,39
2010/9/2,8,23,25,28,38
2010/9/3,6,11,13,22,36
2010/9/6,16,18,35,36,39
2010/9/7,1,11,12,28,32
2010/9/8,3,14,29,33,38
2010/9/9,5,12,14,18,34
2010/9/10,5,13,15,23,31
2010/9/13,3,6,15,24,31
2010/9/14,5,9,24,32,36
2010/9/15,3,11,21,29,39
2010/9/16,3,6,12,14,21
2010/9/17,2,5,9,25,35
2010/9/20,3,8,9,15,28
2010/9/21,2,8,12,30,34
2010/9/22,8,18,23,33,36
2010/9/23,15,28,30,31,36
2010/9/24,2,9,13,21,33
2010/9/27,4,25,30,33,39
2010/9/28,14,26,31,35,37
2010/9/29,2,14,24,34,37
2010/9/30,5,14,16,24,34
2010/10/1,13,24,27,28,35
2010/10/4,9,13,20,34,35
2010/10/5,14,18,23,28,33
2010/10/6,14,16,20,22,29
2010/10/7,2,19,32,33,39
2010/10/8,4,16,18,29,31
2010/10/11,1,6,7,24,35
2010/10/12,1,8,9,23,39
2010/10/13,9,11,21,24,30
2010/10/14,5,17,27,28,29
2010/10/15,1,4,12,24,25
2010/10/18,5,12,27,30,32
2010/10/19,21,23,27,30,36
2010/10/20,9,11,15,29,37
2010/10/21,15,17,18,23,27
2010/10/22,1,3,11,19,32
2010/10/25,2,5,6,30,36
2010/10/26,8,11,12,15,18
2010/10/27,2,7,15,27,35
2010/10/28,1,6,12,33,37
2010/10/29,2,7,11,17,38
2010/11/1,9,15,16,21,29
2010/11/2,4,6,13,19,20
2010/11/3,24,30,31,32,33
2010/11/4,1,8,21,26,39
2010/11/5,1,4,5,24,37
2010/11/8,4,8,12,15,38
2010/11/9,4,14,19,31,38
2010/11/10,7,25,28,33,36
2010/11/11,5,9,24,34,36
2010/11/12,6,8,16,21,23
2010/11/15,5,6,22,32,39
2010/11/16,6,14,24,26,29
2010/11/17,13,15,20,28,36
2010/11/18,1,7,18,30,31
2010/11/19,7,9,13,20,24
2010/11/22,4,8,25,35,36
2010/11/23,1,27,33,38,39
2010/11/24,1,10,16,24,25
2010/11/25,3,12,13,19,39
2010/11/26,4,9,17,18,20
2010/11/29,3,15,19,31,35
2010/11/30,4,12,14,19,32
2010/12/1,3,18,22,23,33
2010/12/2,13,16,18,29,30
2010/12/3,3,16,31,32,35
2010/12/6,7,16,18,20,34
2010/12/7,3,12,25,28,33
2010/12/8,1,17,20,28,36
2010/12/9,12,13,29,33,34
2010/12/10,14,15,25,30,35
2010/12/13,15,20,27,37,38
2010/12/14,1,11,24,25,30
2010/12/15,5,9,20,28,32
2010/12/16,2,21,22,37,38
2010/12/17,5,9,12,16,29
2010/12/20,19,21,22,28,36
2010/12/21,8,20,21,34,39
2010/12/22,1,6,12,17,33
2010/12/23,2,6,8,9,11
2010/12/24,10,12,16,34,38
2010/12/27,3,15,24,26,34
2010/12/28,11,19,22,28,38
2010/12/29,6,20,23,26,35
2010/12/30,8,12,23,28,29
2010/12/31,22,25,30,32,34
2011/1/1,2,13,24,25,36
2011/1/3,11,13,20,25,35
2011/1/4,6,8,10,16,36
2011/1/5,5,17,26,29,32
2011/1/6,7,28,31,32,36
2011/1/7,10,11,18,34,38
2011/1/8,3,10,14,18,35
2011/1/10,4,10,20,32,39
2011/1/11,3,9,13,25,37
2011/1/12,1,2,4,21,32
2011/1/13,5,14,23,31,32
2011/1/14,8,14,27,28,36
2011/1/15,8,17,18,30,36
2011/1/17,2,5,17,28,36
2011/1/18,3,5,11,22,37
2011/1/19,18,20,22,29,33
2011/1/20,4,15,26,28,31
2011/1/21,18,23,31,36,39
2011/1/22,3,20,23,24,37
2011/1/24,4,6,10,19,25
2011/1/25,14,15,18,21,29
2011/1/26,7,12,19,25,35
2011/1/27,5,14,18,20,37
2011/1/28,15,24,33,38,39
2011/1/29,5,20,22,35,38
2011/1/31,9,16,21,25,36
2011/2/1,18,23,26,32,39
2011/2/2,6,8,16,22,26
2011/2/3,11,12,22,24,39
2011/2/4,9,17,25,32,37
2011/2/5,8,30,32,37,38
2011/2/7,2,13,19,28,37
2011/2/8,4,19,24,28,35
2011/2/9,5,17,22,36,39
2011/2/10,2,3,10,20,28
2011/2/11,18,26,28,29,39
2011/2/12,12,17,22,26,27
2011/2/14,1,7,19,27,38
2011/2/15,3,11,18,30,37
2011/2/16,2,8,21,22,36
2011/2/17,25,29,33,34,37
2011/2/18,3,6,8,23,24
2011/2/19,8,13,23,26,37
2011/2/21,11,19,26,30,33
2011/2/22,7,26,34,36,38
2011/2/23,1,4,17,24,37
2011/2/24,5,11,14,18,20
2011/2/25,8,13,24,31,38
2011/2/26,4,8,18,22,25
2011/2/28,1,7,17,20,35
2011/3/1,6,30,36,37,38
2011/3/2,7,14,23,27,34
2011/3/3,3,4,7,21,38
2011/3/4,8,12,33,36,39
2011/3/5,2,6,14,33,37
2011/3/7,6,8,10,28,32
2011/3/8,2,11,12,18,36
2011/3/9,7,8,31,32,34
2011/3/10,4,9,24,25,35
2011/3/11,5,9,14,25,38
2011/3/12,13,15,25,28,37
2011/3/14,5,16,19,28,35
2011/3/15,6,9,23,31,39
2011/3/16,9,16,20,33,34
2011/3/17,11,21,23,29,30
2011/3/18,22,33,36,38,39
2011/3/19,2,9,13,25,29
2011/3/21,5,11,14,29,38
2011/3/22,8,18,27,29,39
2011/3/23,5,12,13,14,21
2011/3/24,4,17,18,30,34
2011/3/25,7,22,23,26,39
2011/3/26,2,6,19,23,35
2011/3/28,6,25,27,28,29
2011/3/29,4,18,28,31,35
2011/3/30,1,3,16,27,32
2011/3/31,21,22,29,33,36
2011/4/1,6,7,28,31,36
2011/4/2,2,12,19,33,34
2011/4/4,5,7,18,22,31
2011/4/5,7,10,11,13,39
2011/4/6,11,13,17,20,23
2011/4/7,4,7,21,22,35
2011/4/8,10,13,18,25,33
2011/4/9,5,10,26,28,34
2011/4/11,3,9,21,31,32
2011/4/12,5,12,21,35,37
2011/4/13,6,11,26,30,32
2011/4/14,5,8,24,35,37
2011/4/15,8,11,16,30,37
2011/4/16,5,12,28,30,35
2011/4/18,4,10,24,28,30
2011/4/19,1,15,32,34,38
2011/4/20,2,5,12,15,35
2011/4/21,2,20,31,36,37
2011/4/22,9,11,14,23,26
2011/4/23,16,21,29,30,33
2011/4/25,6,10,14,23,32
2011/4/26,14,15,29,33,38
2011/4/27,2,6,19,38,39
2011/4/28,1,16,24,32,38
2011/4/29,4,27,28,36,38
2011/4/30,2,3,6,24,39
2011/5/2,2,19,24,33,36
2011/5/3,1,5,7,8,37
2011/5/4,2,9,11,24,26
2011/5/5,2,4,15,19,35
2011/5/6,4,9,25,31,32
2011/5/7,11,12,16,21,24
2011/5/9,2,12,24,33,38
2011/5/10,2,22,24,31,36
2011/5/11,3,7,16,35,36
2011/5/12,1,14,18,30,34
2011/5/13,3,6,13,18,23
2011/5/14,2,5,12,26,30
2011/5/16,18,19,20,31,38
2011/5/17,2,3,7,18,27
2011/5/18,9,18,22,33,39
2011/5/19,5,16,26,27,37
2011/5/20,7,21,33,36,37
2011/5/21,12,19,25,29,32
2011/5/23,14,15,17,33,35
2011/5/24,4,25,28,36,39
2011/5/25,2,12,16,36,37
2011/5/26,20,26,34,35,37
2011/5/27,1,12,13,21,25
2011/5/28,4,5,9,34,39
2011/5/30,1,2,11,34,36
2011/5/31,3,8,27,35,39
2011/6/1,5,11,15,29,39
2011/6/2,12,15,23,24,28
2011/6/3,1,15,24,25,30
2011/6/4,22,23,24,34,38
2011/6/6,9,22,31,32,34
2011/6/7,3,5,13,14,17
2011/6/8,13,22,23,29,30
2011/6/9,23,26,28,29,35
2011/6/10,4,16,21,25,36
2011/6/11,8,15,17,29,37
2011/6/13,1,2,9,23,38
2011/6/14,23,25,26,33,36
2011/6/15,13,14,15,26,32
2011/6/16,14,26,29,37,38
2011/6/17,6,16,24,35,38
2011/6/18,2,6,15,21,34
2011/6/20,9,13,14,19,35
2011/6/21,5,7,13,15,31
2011/6/22,19,23,25,34,39
2011/6/23,4,21,27,36,39
2011/6/24,12,23,25,26,33
2011/6/25,14,22,24,32,38
2011/6/27,4,5,12,15,20
2011/6/28,19,22,28,31,39
2011/6/29,1,2,5,27,35
2011/6/30,2,4,7,14,30
2011/7/1,1,2,10,17,28
2011/7/2,3,12,31,34,36
2011/7/4,1,2,6,17,30
2011/7/5,2,5,21,23,36
2011/7/6,2,9,26,34,36
2011/7/7,3,20,28,35,39
2011/7/8,4,8,15,18,38
2011/7/9,9,21,22,25,30
2011/7/11,1,3,12,14,18
2011/7/12,10,14,17,21,31
2011/7/13,9,14,21,32,36
2011/7/14,8,9,18,24,33
2011/7/15,7,13,14,20,33
2011/7/16,8,27,29,32,36
2011/7/18,2,12,14,29,39
2011/7/19,2,14,32,33,39
2011/7/20,16,17,26,31,39
2011/7/21,14,15,20,27,30
2011/7/22,3,5,10,15,37
2011/7/23,5,20,26,27,31
2011/7/25,5,9,14,18,35
2011/7/26,1,17,32,34,36
2011/7/27,20,21,23,26,33
2011/7/28,4,9,27,30,36
2011/7/29,3,4,16,20,27
2011/7/30,1,6,10,13,17
2011/8/1,1,10,12,19,24
2011/8/2,3,13,22,25,39
2011/8/3,3,4,13,14,39
2011/8/4,9,10,33,37,38
2011/8/5,14,18,22,25,33
2011/8/6,14,19,23,24,28
2011/8/8,13,15,18,37,39
2011/8/9,7,14,22,29,35
2011/8/10,16,17,20,22,26
2011/8/11,9,13,14,19,37
2011/8/12,20,29,34,37,39
2011/8/13,4,6,10,18,28
2011/8/15,16,23,33,36,38
2011/8/16,1,10,18,21,22
2011/8/17,3,14,15,20,28
2011/8/18,7,8,16,19,34
2011/8/19,8,11,13,30,38
2011/8/20,2,7,21,24,31
2011/8/22,9,13,26,27,38
2011/8/23,7,14,15,23,30
2011/8/24,13,16,22,35,39
2011/8/25,2,3,5,22,37
2011/8/26,15,22,28,32,36
2011/8/27,1,2,12,29,35
2011/8/29,4,7,11,21,34
2011/8/30,6,8,10,22,36
2011/8/31,6,17,25,34,37
2011/9/1,12,22,32,37,38
2011/9/2,3,4,10,11,18
2011/9/3,19,22,33,34,37
2011/9/5,2,11,22,28,35
2011/9/6,25,30,32,33,34
2011/9/7,9,20,23,27,29
2011/9/8,2,15,17,21,36
2011/9/9,14,18,26,28,36
2011/9/10,2,3,17,23,35
2011/9/12,12,18,22,24,39
2011/9/13,1,4,9,10,16
2011/9/14,13,16,19,23,36
2011/9/15,5,14,19,30,34
2011/9/16,13,18,23,27,38
2011/9/17,4,15,27,28,38
2011/9/19,5,11,22,28,35
2011/9/20,14,16,32,34,37
2011/9/21,4,5,7,15,16
2011/9/22,1,10,20,29,32
2011/9/23,2,7,15,25,34
2011/9/24,19,20,23,29,39
2011/9/26,4,8,14,29,33
2011/9/27,5,7,14,34,35
2011/9/28,7,13,16,27,28
2011/9/29,6,12,14,15,28
2011/9/30,4,14,21,27,37
2011/10/1,2,9,13,23,27
2011/10/3,15,16,22,31,39
2011/10/4,2,12,18,34,38
2011/10/5,17,22,23,33,36
2011/10/6,11,14,19,37,38
2011/10/7,9,12,23,30,33
2011/10/8,7,10,19,27,33
2011/10/10,2,18,20,33,34
2011/10/11,9,15,20,25,29
2011/10/12,4,14,33,34,37
2011/10/13,6,19,31,35,39
2011/10/14,1,17,24,33,34
2011/10/15,11,17,22,26,31
2011/10/17,11,30,33,38,39
2011/10/18,1,13,18,23,26
2011/10/19,15,16,21,23,29
2011/10/20,14,22,23,34,39
2011/10/21,20,21,24,33,37
2011/10/22,2,12,24,35,39
2011/10/24,5,21,27,31,34
2011/10/25,6,11,28,35,39
2011/10/26,1,11,13,22,36
2011/10/27,2,16,24,32,35
2011/10/28,2,11,16,20,27
2011/10/29,3,14,16,25,37
2011/10/31,3,12,16,27,38
2011/11/1,7,8,26,34,37
2011/11/2,10,15,16,23,38
2011/11/3,8,19,21,36,39
2011/11/4,2,21,33,37,38
2011/11/5,2,5,7,18,34
2011/11/7,7,16,34,37,39
2011/11/8,13,16,18,21,27
2011/11/9,12,20,23,27,28
2011/11/10,1,7,8,27,28
2011/11/11,4,11,19,22,33
2011/11/12,14,21,24,33,35
2011/11/14,3,5,10,14,30
2011/11/15,4,8,9,21,38
2011/11/16,12,27,28,29,32
2011/11/17,5,11,19,20,36
2011/11/18,10,26,28,34,37
2011/11/19,5,6,8,9,16
2011/11/21,3,4,9,23,25
2011/11/22,2,4,10,14,21
2011/11/23,2,16,18,28,36
2011/11/24,7,9,20,26,34
2011/11/25,6,9,12,19,30
2011/11/26,12,16,18,22,25
2011/11/28,5,9,15,27,30
2011/11/29,3,7,12,19,37
2011/11/30,5,12,21,22,24
2011/12/1,6,10,13,15,20
2011/12/2,1,12,18,24,37
2011/12/3,5,13,14,32,33
2011/12/5,6,15,26,31,38
2011/12/6,18,19,28,35,38
2011/12/7,12,13,15,29,34
2011/12/8,4,5,19,23,34
2011/12/9,15,24,27,33,35
2011/12/10,8,19,31,35,37
2011/12/12,5,6,7,16,22
2011/12/13,12,13,27,28,32
2011/12/14,5,6,18,20,30
2011/12/15,5,7,22,26,31
2011/12/16,6,13,27,28,29
2011/12/17,1,7,17,20,35
2011/12/19,7,8,17,28,34
2011/12/20,2,5,7,15,17
2011/12/21,2,7,17,25,32
2011/12/22,3,10,19,23,33
2011/12/23,1,10,23,27,32
2011/12/24,23,24,29,35,38
2011/12/26,7,22,27,30,33
2011/12/27,2,4,5,19,36
2011/12/28,3,4,20,24,28
2011/12/29,3,13,16,21,30
2011/12/30,5,15,17,28,38
2011/12/31,8,18,19,26,30
2012/1/2,16,30,31,32,35
2012/1/3,1,14,25,29,36
2012/1/4,3,9,16,25,31
2012/1/5,10,17,21,34,39
2012/1/6,7,8,15,25,29
2012/1/7,3,13,16,24,27
2012/1/9,2,4,10,14,35
2012/1/10,2,5,21,33,39
2012/1/11,6,19,29,38,39
2012/1/12,2,10,13,26,38
2012/1/13,1,4,17,31,35
2012/1/14,9,17,32,34,38
2012/1/16,3,9,18,28,29
2012/1/17,4,17,22,33,37
2012/1/18,4,5,22,27,31
2012/1/19,4,5,13,19,29
2012/1/20,18,23,28,29,30
2012/1/21,6,17,18,33,38
2012/1/23,2,7,18,28,29
2012/1/24,17,20,22,26,37
2012/1/25,9,26,30,35,39
2012/1/26,8,10,18,26,36
2012/1/27,9,16,22,31,37
2012/1/28,2,13,20,22,34
2012/1/30,8,21,32,33,38
2012/1/31,12,23,26,31,34
2012/2/1,4,8,12,32,36
2012/2/2,7,16,21,29,30
2012/2/3,7,8,23,33,39
2012/2/4,12,14,28,32,37
2012/2/6,1,25,26,30,37
2012/2/7,6,10,24,28,36
2012/2/8,3,8,26,32,39
2012/2/9,7,14,16,17,38
2012/2/10,7,8,15,17,37
2012/2/11,1,4,9,15,29
2012/2/13,2,6,7,20,26
2012/2/14,3,4,20,21,22
2012/2/15,2,8,12,16,33
2012/2/16,6,7,13,15,21
2012/2/17,13,17,32,36,39
2012/2/18,9,16,21,37,39
2012/2/20,7,25,27,28,35
2012/2/21,8,10,22,26,27
2012/2/22,3,23,25,30,32
2012/2/23,5,12,16,33,35
2012/2/24,9,24,34,37,38
2012/2/25,22,26,31,35,37
2012/2/27,2,12,18,26,37
2012/2/28,15,20,26,35,38
2012/2/29,6,14,29,30,35
2012/3/1,5,9,10,13,15
2012/3/2,3,10,20,27,38
2012/3/3,1,13,23,25,36
2012/3/5,8,11,15,27,36
2012/3/6,13,18,20,22,23
2012/3/7,3,4,15,19,20
2012/3/8,3,4,9,21,34
2012/3/9,16,22,27,30,36
2012/3/10,10,29,32,34,36
2012/3/12,4,24,29,32,35
2012/3/13,15,16,27,29,38
2012/3/14,6,7,8,10,12
2012/3/15,15,24,25,29,30
2012/3/16,10,20,23,30,36
2012/3/17,12,15,18,23,36
2012/3/19,5,10,26,29,35
2012/3/20,6,10,13,17,25
2012/3/21,22,26,27,32,35
2012/3/22,9,12,13,19,24
2012/3/23,2,3,8,19,30
2012/3/24,8,27,31,32,39
2012/3/26,12,15,24,32,37
2012/3/27,14,15,17,30,32
2012/3/28,12,20,22,31,36
2012/3/29,1,13,18,23,39
2012/3/30,1,2,3,9,38
2012/3/31,8,9,15,21,36
2012/4/2,3,5,13,27,32
2012/4/3,18,19,21,27,30
2012/4/4,11,24,28,37,39
2012/4/5,1,8,9,15,32
2012/4/6,17,21,22,29,36
2012/4/7,4,18,24,29,32
2012/4/9,2,9,13,15,25
2012/4/10,5,17,19,27,33
2012/4/11,4,16,19,22,32
2012/4/12,4,6,13,36,37
2012/4/13,1,15,29,37,38
2012/4/14,3,17,27,28,36
2012/4/16,3,11,13,19,21
2012/4/17,3,9,10,28,33
2012/4/18,24,29,30,33,38
2012/4/19,4,14,19,25,30
2012/4/20,2,11,18,31,33
2012/4/21,2,4,5,13,32
2012/4/23,3,20,25,34,36
2012/4/24,6,11,22,24,30
2012/4/25,13,14,21,31,33
2012/4/26,1,2,8,11,14
2012/4/27,8,15,17,26,32
2012/4/28,4,17,21,29,35
2012/4/30,4,8,9,13,32
2012/5/1,2,4,13,17,29
2012/5/2,3,7,22,24,39
2012/5/3,5,14,25,28,36
2012/5/4,4,8,19,31,38
2012/5/5,8,13,20,27,37
2012/5/7,17,20,22,24,37
2012/5/8,7,16,22,28,31
2012/5/9,14,17,23,25,33
2012/5/10,3,5,6,17,30
2012/5/11,6,18,20,25,38
2012/5/12,4,16,21,34,38
2012/5/14,15,21,24,32,34
2012/5/15,8,14,27,29,34
2012/5/16,3,8,16,20,35
2012/5/17,13,14,21,38,39
2012/5/18,4,11,12,34,38
2012/5/19,12,14,18,28,31
2012/5/21,6,13,19,22,23
2012/5/22,7,9,18,19,37
2012/5/23,6,7,10,37,39
2012/5/24,9,23,24,36,39
2012/5/25,6,10,16,25,32
2012/5/26,14,20,25,29,38
2012/5/28,1,4,5,10,32
2012/5/29,5,7,14,25,33
2012/5/30,5,7,10,20,39
2012/5/31,14,18,23,31,39
2012/6/1,1,11,28,36,38
2012/6/2,1,6,14,16,18
2012/6/4,9,13,17,19,34
2012/6/5,13,18,21,23,35
2012/6/6,1,11,13,25,29
2012/6/7,3,33,34,37,39
2012/6/8,2,3,10,21,27
2012/6/9,2,15,19,23,24
2012/6/11,8,30,34,37,38
2012/6/12,5,13,24,31,35
2012/6/13,1,5,9,17,25
2012/6/14,4,17,28,31,33
2012/6/15,3,4,10,31,38
2012/6/16,7,9,23,32,38
2012/6/18,9,12,14,18,26
2012/6/19,5,8,27,29,30
2012/6/20,5,7,16,23,37
2012/6/21,5,6,10,36,38
2012/6/22,4,8,11,12,16
2012/6/23,1,7,16,25,32
2012/6/25,4,21,28,33,37
2012/6/26,9,10,27,35,39
2012/6/27,1,2,6,21,37
2012/6/28,4,10,25,26,27
2012/6/29,3,16,20,25,37
2012/6/30,3,5,7,27,38
2012/7/2,2,6,10,13,27
2012/7/3,8,9,16,26,30
2012/7/4,5,19,24,28,35
2012/7/5,4,21,26,36,39
2012/7/6,5,24,25,29,36
2012/7/7,1,17,30,34,35
2012/7/9,3,4,13,15,26
2012/7/10,8,10,12,17,34
2012/7/11,6,15,18,34,37
2012/7/12,3,5,12,21,33
2012/7/13,13,15,17,19,21
2012/7/14,5,11,23,32,38
2012/7/16,7,31,33,36,37
2012/7/17,1,11,13,22,37
2012/7/18,4,8,26,28,35
2012/7/19,6,9,14,18,35
2012/7/20,11,22,27,29,31
2012/7/21,5,10,12,30,33
2012/7/23,1,6,16,22,38
2012/7/24,5,7,11,13,29
2012/7/25,22,24,27,34,37
2012/7/26,7,9,14,19,23
2012/7/27,9,14,24,36,37
2012/7/28,15,30,31,32,38
2012/7/30,4,17,23,25,37
2012/7/31,1,13,16,36,37
2012/8/1,8,10,29,33,36
2012/8/2,1,19,34,35,37
2012/8/3,2,18,21,22,28
2012/8/4,1,5,10,13,22
2012/8/6,7,18,29,30,33
2012/8/7,5,9,11,29,32
2012/8/8,11,12,18,33,39
2012/8/9,2,14,32,34,38
2012/8/10,1,5,18,23,28
2012/8/11,15,25,27,28,34
2012/8/13,4,17,28,32,39
2012/8/14,15,18,19,29,37
2012/8/15,4,7,15,19,25
2012/8/16,4,18,21,24,32
2012/8/17,19,20,24,33,38
2012/8/18,4,17,19,20,26
2012/8/20,15,26,32,37,39
2012/8/21,5,18,22,24,29
2012/8/22,1,7,12,25,26
2012/8/23,6,19,21,34,36
2012/8/24,13,19,23,31,39
2012/8/25,11,20,21,29,32
2012/8/27,2,6,14,15,17
2012/8/28,11,14,18,22,29
2012/8/29,2,8,16,37,39
2012/8/30,14,18,32,37,38
2012/8/31,11,23,29,34,37
2012/9/1,16,17,30,32,33
2012/9/3,2,23,27,31,39
2012/9/4,5,18,21,24,25
2012/9/5,5,7,12,18,31
2012/9/6,2,3,21,36,37
2012/9/7,2,3,4,6,25
2012/9/8,7,10,21,25,33
2012/9/10,7,17,26,33,37
2012/9/11,15,17,29,31,37
2012/9/12,1,7,11,19,25
2012/9/13,4,7,20,23,35
2012/9/14,1,13,16,30,39
2012/9/15,4,16,21,31,37
2012/9/17,8,22,28,35,39
2012/9/18,1,4,6,12,26
2012/9/19,2,4,9,10,32
2012/9/20,8,13,18,30,35
2012/9/21,13,15,23,25,36
2012/9/22,1,16,22,24,28
2012/9/24,1,14,15,30,37
2012/9/25,14,16,19,22,29
2012/9/26,2,19,23,32,36
2012/9/27,5,21,26,31,32
2012/9/28,21,25,33,35,37
2012/9/29,7,18,20,29,32
2012/10/1,17,27,32,33,38
2012/10/2,2,3,14,28,32
2012/10/3,2,3,12,14,24
2012/10/4,8,16,24,30,32
2012/10/5,5,8,13,27,34
2012/10/6,17,19,20,23,37
2012/10/8,6,11,13,23,34
2012/10/9,10,11,23,26,37
2012/10/10,13,17,19,27,36
2012/10/11,17,27,32,36,38
2012/10/12,12,19,23,25,31
2012/10/13,1,5,14,17,22
2012/10/15,4,14,15,19,23
2012/10/16,2,15,20,32,39
2012/10/17,9,14,20,22,35
2012/10/18,2,17,28,31,36
2012/10/19,2,8,25,27,32
2012/10/20,16,21,23,35,36
2012/10/22,17,25,26,27,35
2012/10/23,7,9,15,21,30
2012/10/24,5,12,18,27,32
2012/10/25,1,3,10,14,38
2012/10/26,1,6,14,15,34
2012/10/27,14,18,19,23,32
2012/10/29,10,15,18,20,22
2012/10/30,13,20,30,32,35
2012/10/31,11,26,28,34,35
2012/11/1,16,22,30,32,34
2012/11/2,4,15,17,30,31
2012/11/3,4,6,11,16,22
2012/11/5,5,7,23,29,39
2012/11/6,7,16,24,28,35
2012/11/7,4,5,14,28,32
2012/11/8,1,4,5,22,32
2012/11/9,7,8,17,31,33
2012/11/10,2,6,17,28,33
2012/11/12,1,13,17,26,38
2012/11/13,1,10,22,25,29
2012/11/14,3,14,15,23,36
2012/11/15,9,31,34,35,37
2012/11/16,4,12,21,22,31
2012/11/17,4,9,15,27,36
2012/11/19,1,3,6,22,30
2012/11/20,6,11,18,24,36
2012/11/21,12,17,25,32,39
2012/11/22,1,7,8,22,39
2012/11/23,12,16,22,28,31
2012/11/24,3,9,11,13,26
2012/11/26,5,8,17,26,35
